restaurant_franchise_id,receipt_id,id,franchise_id,franchise_name,country,city,lat,lng,date,avg_tmpr_c,total_cost,discount,real_total_cost,items_count,order_size,most_popular_order_type
1670,c9407919-8e41-443d-8a1a-43e7ec584487,103079215161,58,A Tasty Bite,FR,Paris,48.87,2.33,2022-08-17,18.34,0.73,0.0,0.73,41,large,large
1670,30dd9ed2-6554-49ab-bc7d-4c0ed5f52c69,103079215160,57,The Yellow Submarine,FR,Paris,48.87,2.34,2022-08-17,18.01,11.01,0.0,11.01,24,large,large
1670,a422db3d-65cc-47ac-9422-b083fd242ed1,103079215164,61,Blue Water Bistro,GB,London,51.49,-0.2,2022-08-17,16.41,13.45,0.0,13.45,3,small,large
1670,472e43e2-c471-4ae5-81a5-50e4aa0085f6,103079215140,37,Cafe Crepe,US,West Springfield,42.12,-72.63,2022-08-17,22.49,9.17,0.0,9.17,1,tiny,large
1670,aa83831d-c472-4db9-8376-266d021761cf,103079215163,60,Big City Grill,FR,Paris,48.88,2.32,2022-08-17,17.68,22.25,0.15,18.9125,9,small,large
1670,a922359d-b8a3-4ee5-ab14-783cf6e4065c,103079215165,62,Cafe Luminoso,GB,London,51.49,-0.18,2022-08-17,15.81,20.86,0.0,20.86,11,large,large
1670,373291ee-940e-4dc5-a2bb-d8ec5295a78d,103079215157,54,The Spice House,FR,Paris,48.85,2.28,2022-08-17,17.78,0.30,0.0,0.3,5,small,large
1670,49ec922d-4cc9-4ca6-9af0-9d8831ff6c73,103079215165,62,Cafe Luminoso,GB,London,51.49,-0.18,2022-08-17,15.81,20.44,0.15,17.374000000000002,11,large,large
1670,d0cb3f71-b114-40cc-86e2-777cd66116c1,103079215160,57,The Yellow Submarine,FR,Paris,48.87,2.34,2022-08-17,18.01,26.10,0.05,24.795,24,large,large
1670,c1f14504-c4c5-4f48-895a-f7292f022507,103079215162,59,Azalea Cafe,FR,Paris,48.88,2.29,2022-08-17,17.56,21.59,0.15,18.3515,15,large,large
1670,a1adfcd4-fdd9-42fb-bed8-23f16528c4ff,103079215140,37,Cafe Crepe,US,West Springfield,42.12,-72.63,2022-08-17,22.49,19.53,0.05,18.5535,1,tiny,large
1670,b19eac3b-1038-4680-b375-b5113662bf30,103079215165,62,Cafe Luminoso,GB,London,51.49,-0.18,2022-08-17,15.81,17.50,0.05,16.625,11,large,large
1670,ce54e204-5668-4886-a83b-09bf0d8e9d58,103079215109,6,The Daily Grind,US,Gatesville,31.43,-97.72,2022-08-17,29.49,15.51,0.15,13.1835,1,tiny,large
1670,cec3218e-c1a2-4c3d-9e0f-3ca032df8765,103079215157,54,The Spice House,FR,Paris,48.85,2.28,2022-08-17,17.78,22.09,0.15,18.7765,5,small,large
1670,295b6f78-fba5-4ae0-9572-8c1d4ea42828,103079215164,61,Blue Water Bistro,GB,London,51.49,-0.2,2022-08-17,16.41,27.05,0.15,22.9925,3,small,large
1670,c40b8515-af50-4101-b1e0-47a52e58c429,103079215109,6,The Daily Grind,US,Gatesville,31.43,-97.72,2022-08-17,29.49,7.61,0.0,7.61,1,tiny,large
1670,257ecab7-f2eb-4b6a-879f-d9192b820dfe,103079215160,57,The Yellow Submarine,FR,Paris,48.87,2.34,2022-08-17,18.01,6.65,0.15,5.6525,24,large,large
1670,156300a5-58ed-43be-8092-20afe6b121f4,103079215166,63,Cafe Paris,GB,London,51.5,-0.14,2022-08-17,15.78,3.28,0.0,3.28,5,small,large
1670,f4a6175c-950e-4818-b591-4baaa1e59227,103079215164,61,Blue Water Bistro,GB,London,51.49,-0.2,2022-08-17,16.41,0.50,0.15,0.425,3,small,large
1670,4661f5e0-e663-40a5-b34b-343660cab938,103079215160,57,The Yellow Submarine,FR,Paris,48.87,2.34,2022-08-17,18.01,7.73,0.15,6.570500000000001,24,large,large
1670,80789c0a-f3a7-4e8f-9b30-85425bc9c59e,103079215140,37,Cafe Crepe,US,West Springfield,42.12,-72.63,2022-08-17,22.49,1.73,0.0,1.73,1,tiny,large
1670,53a3307f-d93a-4c97-bdbd-1ae584504a40,103079215165,62,Cafe Luminoso,GB,London,51.49,-0.18,2022-08-17,15.81,0.95,0.15,0.8075,11,large,large
1670,a17a9d7b-9ba8-4b80-b8d8-e02b85351d95,103079215109,6,The Daily Grind,US,Gatesville,31.43,-97.72,2022-08-17,29.49,29.63,0.0,29.63,1,tiny,large
1670,0a079dbf-7a9a-4b9b-a8f7-d2970c84d771,103079215160,57,The Yellow Submarine,FR,Paris,48.87,2.34,2022-08-17,18.01,6.50,0.0,6.5,24,large,large
1670,5af06184-b050-4b94-b8aa-0ceb13c631f0,103079215160,57,The Yellow Submarine,FR,Paris,48.87,2.34,2022-08-17,18.01,12.10,0.0,12.1,24,large,large
1670,3787b8ea-675a-4335-8be9-1a62c85c9f27,103079215163,60,Big City Grill,FR,Paris,48.88,2.32,2022-08-17,17.68,8.17,0.0,8.17,9,small,large
1670,06b86230-630a-4c47-a8c1-5603f3717c12,103079215135,32,The Orange Peeler,US,Mercer,41.14,-80.17,2022-08-17,24.30,20.82,0.0,20.82,1,tiny,large
1670,d05e47ea-0be5-4a43-a287-c3a8803d4163,103079215166,63,Cafe Paris,GB,London,51.5,-0.14,2022-08-17,15.78,13.80,0.0,13.8,5,small,large
1670,29fff301-c9b2-457c-86c4-b0db1f0d706e,103079215164,61,Blue Water Bistro,GB,London,51.49,-0.2,2022-08-17,16.41,4.51,0.0,4.51,3,small,large
1670,ec956c4d-6fae-4c27-9330-68aa2a3ae06a,103079215163,60,Big City Grill,FR,Paris,48.88,2.32,2022-08-17,17.68,27.03,0.05,25.6785,9,small,large
1670,2e87534e-cce9-487d-8227-a7d465100e4d,103079215140,37,Cafe Crepe,US,West Springfield,42.12,-72.63,2022-08-17,22.49,13.64,0.0,13.64,1,tiny,large
1670,87f29d8d-1ec5-46ba-87f6-39fca9f84aae,103079215166,63,Cafe Paris,GB,London,51.5,-0.14,2022-08-17,15.78,3.75,0.0,3.75,5,small,large
1670,715a5e58-81c6-4e37-9e48-1f16dd23c802,103079215162,59,Azalea Cafe,FR,Paris,48.88,2.29,2022-08-17,17.56,0.19,0.0,0.19,15,large,large
1670,473d9f63-5542-4dd9-ab54-fec21a3ca4a7,103079215157,54,The Spice House,FR,Paris,48.85,2.28,2022-08-17,17.78,18.41,0.0,18.41,5,small,large
1670,6a5f454b-8ead-49b3-a84b-63771a199de3,103079215160,57,The Yellow Submarine,FR,Paris,48.87,2.34,2022-08-17,18.01,29.33,0.0,29.33,24,large,large
1670,5775776f-14c0-4a6c-8f80-734a11b2996b,103079215140,37,Cafe Crepe,US,West Springfield,42.12,-72.63,2022-08-17,22.49,0.58,0.0,0.58,1,tiny,large
1670,d2186a7d-08ca-44cb-9e66-8e9b0335a6a4,103079215135,32,The Orange Peeler,US,Mercer,41.14,-80.17,2022-08-17,24.30,2.19,0.15,1.8615,1,tiny,large
1670,e1fd896a-7ab8-4015-9385-5759585775a3,103079215140,37,Cafe Crepe,US,West Springfield,42.12,-72.63,2022-08-17,22.49,3.90,0.0,3.9,1,tiny,large
1670,76f99c2e-e5a4-4db4-8b7b-e06e957077e4,103079215135,32,The Orange Peeler,US,Mercer,41.14,-80.17,2022-08-17,24.30,5.82,0.15,4.947,1,tiny,large
1670,4f1b673e-a353-4a77-9271-592dc93894cc,103079215145,42,The Daily Scoop,US,Gillette,44.29,-105.53,2022-09-05,16.12,15.87,0.15,13.4895,1,tiny,tiny
1670,2be0ca3d-a8ae-44ad-bb97-5a67da824bec,103079215145,42,The Daily Scoop,US,Gillette,44.29,-105.53,2022-09-05,16.12,20.93,0.0,20.93,1,tiny,tiny
1672,45504c8d-3763-4650-8f54-32a4935f29b0,51539607584,33,The Blue Elephant,IT,Milan,45.48,9.19,2022-09-11,17.82,18.27,0.15,15.529499999999999,3,small,large
1672,b0027796-7015-47f9-9094-8eba08f7a08f,51539607585,34,The Tasty Treat,IT,Milan,45.48,9.2,2022-09-11,17.85,8.88,0.0,8.88,16,large,large
1672,7747f07d-668f-4c22-b740-2b5cc3c9ceeb,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,7.00,0.0,7.0,1,tiny,large
1672,d5ab213d-f1d7-42ec-bdc5-444fa695cb01,51539607585,34,The Tasty Treat,IT,Milan,45.48,9.2,2022-09-11,17.85,3.52,0.15,2.992,16,large,large
1672,4d90491b-8cf4-40b2-a670-fa82a8de1d7f,51539607558,7,Cafe Roma,US,Inglewood,33.97,-118.36,2022-09-11,21.10,22.28,0.1,20.052,1,tiny,large
1672,b69846d6-c5a9-4266-8751-82b5eb48d186,51539607585,34,The Tasty Treat,IT,Milan,45.48,9.2,2022-09-11,17.85,8.85,0.15,7.5225,16,large,large
1672,48cb5671-b750-49b2-a124-755e9d1cba2f,51539607583,32,The Orange Peeler,IT,Milan,45.48,9.2,2022-09-11,17.85,18.43,0.05,17.508499999999998,16,large,large
1672,59851314-a8e9-46af-9c85-8440eb51c3a8,51539607558,7,Cafe Roma,US,Inglewood,33.97,-118.36,2022-09-11,21.10,17.45,0.15,14.8325,1,tiny,large
1672,c45b9a97-6d95-42b0-8b6a-e1f24194dcea,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,4.35,0.0,4.35,1,tiny,large
1672,04016563-67f0-4cb6-bf20-ad08f4f3885d,51539607585,34,The Tasty Treat,IT,Milan,45.48,9.2,2022-09-11,17.85,15.76,0.0,15.76,16,large,large
1672,11b2e3d8-8e1a-4be7-afe6-e60541f45bf6,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,26.38,0.0,26.38,1,tiny,large
1672,1fa422a9-ab9e-425f-b34e-d4b39ee51e75,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,9.42,0.05,8.949,1,tiny,large
1672,c3061a21-9338-4e34-b8fd-5fba4773b37d,51539607584,33,The Blue Elephant,IT,Milan,45.48,9.19,2022-09-11,17.82,5.32,0.15,4.522,3,small,large
1672,9ebbdde6-aab8-440a-852c-d073bdce038d,51539607583,32,The Orange Peeler,IT,Milan,45.48,9.2,2022-09-11,17.85,0.03,0.0,0.03,16,large,large
1672,3ac9f652-ee9a-4eeb-b824-155eae27fd4e,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,29.30,0.0,29.3,1,tiny,large
1672,07878b4a-91d4-4ee3-b3cf-e5397f763908,51539607583,32,The Orange Peeler,IT,Milan,45.48,9.2,2022-09-11,17.85,0.18,0.15,0.153,16,large,large
1672,9276c1cf-f829-47c8-8abc-cbcf9656ff9f,51539607584,33,The Blue Elephant,IT,Milan,45.48,9.19,2022-09-11,17.82,14.00,0.0,14.0,3,small,large
1672,0a590e73-003d-4948-9645-bff7a194e494,51539607585,34,The Tasty Treat,IT,Milan,45.48,9.2,2022-09-11,17.85,18.41,0.0,18.41,16,large,large
1672,f0aae989-e54c-43ca-9e50-25277b209280,51539607584,33,The Blue Elephant,IT,Milan,45.48,9.19,2022-09-11,17.82,9.14,0.0,9.14,3,small,large
1672,7e0dddd9-12da-47de-a512-35e4e9230da9,51539607585,34,The Tasty Treat,IT,Milan,45.48,9.2,2022-09-11,17.85,27.92,0.0,27.92,16,large,large
1672,a0c1665e-84cb-4947-8709-e7214ec8c5c0,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,23.85,0.0,23.85,1,tiny,large
1672,7af469a6-2f7a-46fe-b8b4-8bfc10b24f01,51539607584,33,The Blue Elephant,IT,Milan,45.48,9.19,2022-09-11,17.82,27.76,0.15,23.596000000000004,3,small,large
1672,cdf126fe-0b7c-4a24-b79a-7ea4b2844b9c,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,0.35,0.05,0.33249999999999996,1,tiny,large
1672,4782662a-8666-4ccd-8118-c8035c345a2b,51539607584,33,The Blue Elephant,IT,Milan,45.48,9.19,2022-09-11,17.82,27.29,0.05,25.9255,3,small,large
1672,56c91cfc-9f20-4503-8b40-ff48211afdbb,51539607584,33,The Blue Elephant,IT,Milan,45.48,9.19,2022-09-11,17.82,11.78,0.0,11.78,3,small,large
1672,55782b30-e2ad-4547-9fbd-edca2ee5d1f4,51539607583,32,The Orange Peeler,IT,Milan,45.48,9.2,2022-09-11,17.85,17.87,0.15,15.1895,16,large,large
1672,75222f3b-abaa-459a-ba2f-ca2050ba8a14,51539607558,7,Cafe Roma,US,Inglewood,33.97,-118.36,2022-09-11,21.10,25.60,0.0,25.6,1,tiny,large
1672,6a30ce8b-c69b-4207-a108-4a885852843c,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,28.90,0.05,27.455,1,tiny,large
1672,12d8c8d9-a411-464d-ae03-52ec447a02a3,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,12.63,0.05,11.9985,1,tiny,large
1672,78222516-6ee7-4787-9760-d146cb4ece09,51539607583,32,The Orange Peeler,IT,Milan,45.48,9.2,2022-09-11,17.85,16.00,0.05,15.2,16,large,large
1672,578c2beb-3d26-468d-8413-045787368101,51539607582,31,Bistro 42,IT,Milan,45.44,9.15,2022-09-11,18.40,15.65,0.15,13.3025,1,tiny,large
1672,e5dbc102-c2a0-4e6f-b069-9bec16bce08e,51539607558,7,Cafe Roma,US,Inglewood,33.97,-118.36,2022-09-11,21.10,18.85,0.05,17.907500000000002,1,tiny,large
23242,92ccf2a1-9f69-4168-83d3-87d554755ed4,214748364801,2,Bella Cucina,US,Opelousas,30.52,-92.07,2022-09-05,22.19,24.23,0.05,23.0185,1,tiny,small
23242,c69eb168-429d-4ed3-aa89-5f4c3fcb754a,214748364808,9,The Grill House,US,Cleveland,35.21,-84.87,2022-09-05,18.26,13.23,0.0,13.23,2,small,small
23242,0613eaeb-0ed4-42ac-ba1d-076cf57db00c,214748364808,9,The Grill House,US,Cleveland,35.21,-84.87,2022-09-05,18.26,0.93,0.0,0.93,2,small,small
23242,d9677bc5-e3b3-425f-9d96-5289ca05fd11,214748364808,9,The Grill House,US,Cleveland,35.21,-84.87,2022-09-05,18.26,5.04,0.0,5.04,2,small,small
23242,4caa7c77-213f-43b9-81d4-4d2bcfc27ba9,214748364808,9,The Grill House,US,Cleveland,35.21,-84.87,2022-09-05,18.26,12.78,0.0,12.78,2,small,small
23242,bae360ee-0184-4e69-8c3d-3c7c534d8a95,214748364801,2,Bella Cucina,US,Opelousas,30.52,-92.07,2022-09-05,22.19,5.35,0.0,5.35,1,tiny,small
23242,414dd062-57b3-4eac-b420-232a031f1d59,214748364808,9,The Grill House,US,Cleveland,35.21,-84.87,2022-09-05,18.26,10.79,0.0,10.79,2,small,small
23242,884167c7-8198-466b-ba5c-4217670dd886,214748364801,2,Bella Cucina,US,Opelousas,30.52,-92.07,2022-09-05,22.19,26.30,0.0,26.3,1,tiny,small
23242,ebaee5fa-9175-421c-ab42-6e42ee7c2349,214748364808,9,The Grill House,US,Cleveland,35.21,-84.87,2022-09-05,18.26,5.74,0.05,5.453,2,small,small
44516,bf93c4fe-3a32-41d1-b38b-2dfdf72b0f2b,68719476746,11,The Flaming Wok,US,Abbeville,36.61,-4.5,2022-08-26,25.10,16.60,0.0,16.6,1,tiny,small
44516,6a8d9141-4f01-485c-a53c-296fc2b054e0,68719476800,65,Chef's Corner,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,3.60,0.0,3.6,1,tiny,small
44516,021d0cbb-f839-4028-9453-831dd0161299,68719476755,20,The Brasserie,ES,Barcelona,41.4,2.16,2022-08-26,24.75,22.67,0.15,19.2695,9,small,small
44516,a15d37eb-4fc4-42e1-9e29-582842b7bdda,68719476756,21,The Lazy Daisy,ES,Barcelona,41.41,2.17,2022-08-26,24.70,3.04,0.0,3.04,2,small,small
44516,e74c917b-d163-4d63-b53b-d97e375fe9e4,68719476799,64,Chateau de Cuisine,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,2.95,0.0,2.95,1,tiny,small
44516,9fcce763-b766-4c3f-b33a-ec47fe2c9bf8,68719476785,50,The Pancake House,US,Gresham,49.8,9.92,2022-08-26,20.54,4.75,0.0,4.75,1,tiny,small
44516,20bec794-69b8-4836-a344-0b639969cf64,68719476755,20,The Brasserie,ES,Barcelona,41.4,2.16,2022-08-26,24.75,22.79,0.05,21.6505,9,small,small
44516,a7984591-4b73-4d08-8e48-1e8b04702511,68719476785,50,The Pancake House,US,Gresham,49.8,9.92,2022-08-26,20.54,17.39,0.0,17.39,1,tiny,small
44516,fd97a9b8-56bd-4cb4-a2c0-c6241143b418,68719476756,21,The Lazy Daisy,ES,Barcelona,41.41,2.17,2022-08-26,24.70,7.94,0.0,7.94,2,small,small
44516,61426605-9692-49e4-9237-6f4416326b72,68719476800,65,Chef's Corner,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,22.18,0.15,18.853,1,tiny,small
44516,2ad230e2-cca9-4d88-be18-ec4c2b71c0d1,68719476785,50,The Pancake House,US,Gresham,49.8,9.92,2022-08-26,20.54,26.88,0.0,26.88,1,tiny,small
44516,d4eb9a8d-51ef-4a9e-bfc5-f51385d6c92e,68719476785,50,The Pancake House,US,Gresham,49.8,9.92,2022-08-26,20.54,5.93,0.05,5.6335,1,tiny,small
44516,64078b19-ed84-416f-9a5a-c525979f48d7,68719476755,20,The Brasserie,ES,Barcelona,41.4,2.16,2022-08-26,24.75,8.24,0.0,8.24,9,small,small
44516,6f758cc0-5671-48fb-9da0-078e4f02822b,68719476800,65,Chef's Corner,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,0.23,0.0,0.23,1,tiny,small
44516,9b8f01ba-928a-4a67-a2aa-837d860750ea,68719476746,11,The Flaming Wok,US,Abbeville,36.61,-4.5,2022-08-26,25.10,29.99,0.0,29.99,1,tiny,small
44516,31e92a99-052d-43e8-b669-27c76e7606ab,68719476799,64,Chateau de Cuisine,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,17.85,0.05,16.957500000000003,1,tiny,small
44516,8fdbca59-a736-4553-91bc-5fc1187f3961,68719476799,64,Chateau de Cuisine,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,6.87,0.05,6.5265,1,tiny,small
44516,3ace75aa-472d-4f0d-9463-a35c1465b29e,68719476800,65,Chef's Corner,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,16.28,0.05,15.466000000000001,1,tiny,small
44516,b0d086ee-ae56-41ed-ae49-81de13d3f52a,68719476800,65,Chef's Corner,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,3.83,0.05,3.6385,1,tiny,small
44516,fb822df4-b3ec-481d-9596-284bf51d1976,68719476755,20,The Brasserie,ES,Barcelona,41.4,2.16,2022-08-26,24.75,18.56,0.0,18.56,9,small,small
44516,377c69e4-fb1d-451f-a082-27fa1d7b8ed6,68719476799,64,Chateau de Cuisine,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,11.46,0.0,11.46,1,tiny,small
44516,9f4aa51c-fa4a-4678-870e-ee9c7379c1cf,68719476800,65,Chef's Corner,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,1.64,0.15,1.394,1,tiny,small
44516,a3c9a67a-ba7a-426a-991c-a5c5ad119769,68719476799,64,Chateau de Cuisine,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,22.84,0.0,22.84,1,tiny,small
44516,f4e7b289-932b-4e0d-820a-0ab14c3598cf,68719476799,64,Chateau de Cuisine,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,3.65,0.0,3.65,1,tiny,small
44516,43de6163-32a9-4a64-a46f-cf304ad144d1,68719476746,11,The Flaming Wok,US,Abbeville,36.61,-4.5,2022-08-26,25.10,24.50,0.0,24.5,1,tiny,small
44516,a8403d81-0a12-4d9e-9cc1-5e78c8b7753f,68719476800,65,Chef's Corner,NL,Amsterdam,52.38,4.9,2022-08-26,18.54,18.89,0.0,18.89,1,tiny,small
44516,cc9988da-c15e-422b-abca-6788d5427d84,68719476756,21,The Lazy Daisy,ES,Barcelona,41.41,2.17,2022-08-26,24.70,3.53,0.1,3.1769999999999996,2,small,small
48721,5a1ba6eb-6a50-4be6-8c12-fb3fc23f2f08,163208757282,35,Basilica Bistro,US,Ithaca,42.44,-76.51,2022-09-26,22.71,27.26,0.05,25.897000000000002,1,tiny,small
48721,34bcc9f5-393f-43b0-b002-6afb19efd4ef,163208757282,35,Basilica Bistro,US,Ithaca,42.44,-76.51,2022-09-26,22.71,11.62,0.05,11.039,1,tiny,small
48721,8901d7c2-b4d9-4e89-b87d-c616a3645bf6,163208757282,35,Basilica Bistro,US,Ithaca,42.44,-76.51,2022-09-26,22.71,5.90,0.15,5.015000000000001,1,tiny,small
48721,4e2a28d3-890a-42a3-83b4-f78e50e29a7a,163208757286,39,Cinnamon Grill,US,Spearfish,44.48,-103.81,2022-09-26,12.56,8.09,0.15,6.8765,2,small,small
48721,3456f953-fdc1-4db6-985b-3b307295e97b,163208757282,35,Basilica Bistro,US,Ithaca,42.44,-76.51,2022-09-26,22.71,12.04,0.0,12.04,1,tiny,small
48721,0ee27f06-d12b-449b-9b98-7daa6c122d0d,163208757286,39,Cinnamon Grill,US,Spearfish,44.48,-103.81,2022-09-26,12.56,6.91,0.15,5.8735,2,small,small
48721,740bf661-d94d-4ab8-9f42-52bf3bf22b34,163208757282,35,Basilica Bistro,US,Ithaca,42.44,-76.51,2022-09-26,22.71,27.29,0.0,27.29,1,tiny,small
48721,823faca6-6ae8-4587-9b83-76e332b3a6e8,163208757286,39,Cinnamon Grill,US,Spearfish,44.48,-103.81,2022-09-26,12.56,7.16,0.1,6.444,2,small,small
48721,3134da86-0370-4f63-927d-df3b397dbbc1,163208757286,39,Cinnamon Grill,US,Spearfish,44.48,-103.81,2022-09-26,12.56,28.67,0.05,27.236500000000003,2,small,small
48721,e3b836fb-e30b-4c6a-ace4-0a48773cabdb,163208757282,35,Basilica Bistro,US,Ithaca,42.44,-76.51,2022-09-26,22.71,25.05,0.15,21.2925,1,tiny,small
48721,43d43b55-1f3b-4414-ac69-27799b301318,163208757286,39,Cinnamon Grill,US,Spearfish,44.48,-103.81,2022-09-26,12.56,20.70,0.0,20.7,2,small,small
62927,50206c28-b0a6-4f96-9c31-4bb4ca5b010c,249108103171,4,The Blue Plate,US,Abbeville,31.55,-85.28,2022-08-08,25.86,1.62,0.15,1.3770000000000002,1,tiny,tiny
62927,823a6d73-88f0-4994-947d-bb482f50963e,249108103171,4,The Blue Plate,US,Abbeville,31.55,-85.28,2022-08-08,25.86,27.73,0.15,23.570500000000003,1,tiny,tiny
62927,8009e0db-6f38-47ce-8a66-aa6173f32cfe,249108103171,4,The Blue Plate,US,Abbeville,31.55,-85.28,2022-08-08,25.86,9.97,0.05,9.4715,1,tiny,tiny
62927,24e8a8d1-36d5-42ad-bacc-287a7fd9ca2a,249108103171,4,The Blue Plate,US,Abbeville,31.55,-85.28,2022-08-08,25.86,27.51,0.1,24.759,1,tiny,tiny
62927,8579d8af-534d-4834-8a05-dfd849333b65,249108103171,4,The Blue Plate,US,Abbeville,31.55,-85.28,2022-08-08,25.86,28.28,0.0,28.28,1,tiny,tiny
62927,2fe3db49-04f1-48c6-b4c1-3fb027e0d4cd,249108103171,4,The Blue Plate,US,Abbeville,31.55,-85.28,2022-08-08,25.86,29.98,0.15,25.483,1,tiny,tiny
62927,4a140e8c-4c8f-4baf-a8e3-7b08225caa7d,249108103171,4,The Blue Plate,US,Abbeville,31.55,-85.28,2022-08-08,25.86,24.46,0.15,20.791,1,tiny,tiny
62927,560d5038-214c-498d-8db0-108554026b57,249108103171,4,The Blue Plate,US,Abbeville,31.55,-85.28,2022-08-08,25.86,21.23,0.0,21.23,1,tiny,tiny
62927,29deaf0b-e0e6-45f1-a1e9-2d40081c51a0,249108103230,63,Cafe Paris,GB,London,51.49,-0.18,2022-08-17,15.81,2.84,0.1,2.556,11,large,large
62927,ec17eab3-2ad3-4525-8ca1-8017cb4d4ff4,249108103229,62,Cafe Luminoso,FR,Paris,48.9,2.39,2022-08-17,17.69,18.32,0.1,16.488,1,tiny,large
62927,5a1a77d6-1297-4987-b234-03bbdc0118ea,249108103227,60,Big City Grill,FR,Paris,48.88,2.34,2022-08-17,17.42,11.77,0.1,10.593,11,large,large
62927,6c10ea4b-d3e3-4d61-9a9b-f3039f9cb348,249108103220,53,The Red Rooster,FR,Paris,48.83,2.36,2022-08-17,17.42,3.02,0.0,3.02,2,small,large
