restaurant_franchise_id,receipt_id,id,franchise_id,franchise_name,country,city,lat,lng,date,avg_tmpr_c,total_cost,discount,real_total_cost,items_count,order_size,most_popular_order_type
14894,fb80ce79-84cd-40dc-b327-36e8477b2612,128849018881,2,Bella Cucina,US,Clanton,32.8,-86.59,2022-08-04,27.46,12.50,0.0,12.5,1,tiny,tiny
14894,eb6a8a83-5628-41ee-9a0b-59d08a8d4578,128849018882,3,Spice Bazaar,US,Avalon,33.37,-118.38,2022-08-04,20.13,21.14,0.05,20.083000000000002,1,tiny,tiny
14894,c58ce538-34ac-453b-a5cb-bbcff0026f7f,128849018919,40,Crimson Cafe,US,Silver Creek,45.5,12.25,2022-08-04,30.79,22.78,0.0,22.78,1,tiny,tiny
14894,6d94e82e-3d30-4031-8353-98fe43b798ab,128849018897,18,The Harvest Room,US,Oskaloosa,41.3,-92.63,2022-08-04,19.51,24.13,0.0,24.13,1,tiny,tiny
14894,f5ed9e38-ef27-4819-be43-d2ee8eb238ba,128849018897,18,The Harvest Room,US,Oskaloosa,41.3,-92.63,2022-08-04,19.51,19.12,0.0,19.12,1,tiny,tiny
14894,8a47d798-ade5-43a3-be11-7a4d16936415,128849018894,15,The Pearl Kitchen,US,Lovelock,40.19,-118.47,2022-08-04,25.19,22.73,0.15,19.3205,1,tiny,tiny
14894,3f118461-62d5-4a84-8bad-3102b86eb092,128849018897,18,The Harvest Room,US,Oskaloosa,41.3,-92.63,2022-08-04,19.51,20.23,0.0,20.23,1,tiny,tiny
14894,89d18f28-11e4-4312-a468-aca48f2de438,128849018881,2,Bella Cucina,US,Clanton,32.8,-86.59,2022-08-04,27.46,19.30,0.15,16.405,1,tiny,tiny
14894,2dda4e25-8c14-46d2-8027-33b50007ea8e,128849018882,3,Spice Bazaar,US,Avalon,33.37,-118.38,2022-08-04,20.13,29.10,0.05,27.645000000000003,1,tiny,tiny
14894,8844c62e-6118-4c7d-8044-81562f6d573d,128849018897,18,The Harvest Room,US,Oskaloosa,41.3,-92.63,2022-08-04,19.51,23.83,0.05,22.638499999999997,1,tiny,tiny
14894,5899532b-30a3-4b3b-a5e8-c0240b5b98fa,128849018881,2,Bella Cucina,US,Clanton,32.8,-86.59,2022-08-04,27.46,22.22,0.15,18.887,1,tiny,tiny
14894,4dc60b99-7978-4516-9ccc-8a59d64aaa4e,128849018882,3,Spice Bazaar,US,Avalon,33.37,-118.38,2022-08-04,20.13,0.77,0.0,0.77,1,tiny,tiny
14894,71658bc1-8a9d-43f4-b364-4e56527eb301,128849018881,2,Bella Cucina,US,Clanton,32.8,-86.59,2022-08-04,27.46,21.36,0.05,20.291999999999998,1,tiny,tiny
14894,ea8ac031-1d40-4b40-be57-6eb6f18fd34a,128849018882,3,Spice Bazaar,US,Avalon,33.37,-118.38,2022-08-04,20.13,19.78,0.0,19.78,1,tiny,tiny
14894,9b14fe54-4efe-42d3-b46f-6159b5b6a6f5,128849018881,2,Bella Cucina,US,Clanton,32.8,-86.59,2022-08-04,27.46,25.55,0.05,24.2725,1,tiny,tiny
14894,cdb704b5-5f5d-4e39-8c2f-00665235d478,128849018882,3,Spice Bazaar,US,Avalon,33.37,-118.38,2022-08-04,20.13,28.54,0.1,25.686,1,tiny,tiny
14894,b6b8f9b0-5cba-4ed1-a78d-66f30b36370f,128849018882,3,Spice Bazaar,US,Avalon,33.37,-118.38,2022-08-04,20.13,11.83,0.15,10.0555,1,tiny,tiny
14894,9ea50b72-b935-4f24-aa57-a567cbb6eb35,128849018919,40,Crimson Cafe,US,Silver Creek,45.5,12.25,2022-08-04,30.79,25.40,0.0,25.4,1,tiny,tiny
14894,48eeb203-b194-46a5-a9ec-872e6bfbd37b,128849018897,18,The Harvest Room,US,Oskaloosa,41.3,-92.63,2022-08-04,19.51,16.60,0.15,14.110000000000001,1,tiny,tiny
14894,ad9fc470-fd77-4068-aa8a-4d173e9d5856,128849018881,2,Bella Cucina,US,Clanton,32.8,-86.59,2022-08-04,27.46,10.20,0.15,8.67,1,tiny,tiny
14894,f0cb9fc4-6853-4424-8757-248b27c0e679,128849018882,3,Spice Bazaar,US,Avalon,33.37,-118.38,2022-08-04,20.13,5.25,0.05,4.9875,1,tiny,tiny
14894,e538c3d4-6d06-43bb-b24d-48aa9c46f1ef,128849018919,40,Crimson Cafe,US,Silver Creek,45.5,12.25,2022-08-04,30.79,20.65,0.0,20.65,1,tiny,tiny
14894,9e068ae5-a8fc-4b4c-afd9-b7ba309c0ce5,128849018894,15,The Pearl Kitchen,US,Lovelock,40.19,-118.47,2022-08-04,25.19,8.10,0.1,7.289999999999999,1,tiny,tiny
1672,71155e1e-5e72-49e5-9455-0847bcff2615,51539607568,17,The Rustic Table,US,Longmont,40.16,-104.98,2022-08-07,18.02,29.52,0.1,26.567999999999998,1,tiny,tiny
1672,b3853181-5605-4076-9af6-eeb088d6ff86,51539607568,17,The Rustic Table,US,Longmont,40.16,-104.98,2022-08-07,18.02,1.68,0.05,1.5959999999999999,1,tiny,tiny
29989,c2ddbe65-2d2c-460b-820d-bdd08f019c25,257698037788,29,The Olive Branch,US,Green Bay,44.49,-88.05,2022-08-11,18.55,25.70,0.0,25.7,1,tiny,tiny
29989,781fc780-fbfe-4157-a0a1-79d6f8f2c0da,257698037788,29,The Olive Branch,US,Green Bay,44.49,-88.05,2022-08-11,18.55,20.31,0.0,20.31,1,tiny,tiny
29989,ca3dcc44-b9e7-4ca8-93d2-d9363daaf57e,257698037795,36,Blue Ocean Grill,IT,Milan,45.52,9.12,2022-08-11,19.32,13.57,0.15,11.534500000000001,1,tiny,tiny
29989,20e6708d-00f8-4e0e-9dc9-97c82993dae9,257698037795,36,Blue Ocean Grill,IT,Milan,45.52,9.12,2022-08-11,19.32,15.98,0.0,15.98,1,tiny,tiny
29989,1e23274d-2cf9-4c16-aa2c-15a12e965961,257698037788,29,The Olive Branch,US,Green Bay,44.49,-88.05,2022-08-11,18.55,3.10,0.0,3.1,1,tiny,tiny
29989,cfbf0483-ac3f-4cb2-afc1-dfddab83e901,257698037795,36,Blue Ocean Grill,IT,Milan,45.52,9.12,2022-08-11,19.32,3.61,0.0,3.61,1,tiny,tiny
29989,03268361-2528-45d9-af8e-40a92ee40bf2,257698037795,36,Blue Ocean Grill,IT,Milan,45.52,9.12,2022-08-11,19.32,0.99,0.0,0.99,1,tiny,tiny
29989,f9105610-6e35-4c6f-abe1-a3e4c23317bd,257698037795,36,Blue Ocean Grill,IT,Milan,45.52,9.12,2022-08-11,19.32,23.20,0.0,23.2,1,tiny,tiny
29989,08feb079-1ae7-42c7-871f-b19a5fe5faeb,257698037788,29,The Olive Branch,US,Green Bay,44.49,-88.05,2022-08-11,18.55,21.92,0.15,18.632,1,tiny,tiny
29989,0353ae53-c539-46d2-aa54-a7340c459246,257698037795,36,Blue Ocean Grill,IT,Milan,45.52,9.12,2022-08-11,19.32,7.16,0.05,6.8020000000000005,1,tiny,tiny
29989,b5a977a2-8b4f-453f-9974-aab303f59caf,257698037788,29,The Olive Branch,US,Green Bay,44.49,-88.05,2022-08-11,18.55,22.94,0.0,22.94,1,tiny,tiny
44516,04e50292-8586-47c6-8fad-a7d3945a3ae9,68719476749,14,The Gourmet Garden,US,Salem,37.27,-80.03,2022-08-14,20.62,3.37,0.0,3.37,1,tiny,small
44516,580e005d-d003-4781-8bba-7cd9a693c7db,68719476749,14,The Gourmet Garden,US,Salem,37.27,-80.03,2022-08-14,20.62,12.96,0.05,12.312000000000001,1,tiny,small
44516,32a0cc23-de4f-4ea6-ad9b-13abb9aa212f,68719476780,45,The Green Bean,FR,Paris,48.87,2.3,2022-08-14,18.99,7.96,0.1,7.164,5,small,small
44516,2b9161e2-c23f-4e03-a03a-8cf263292a06,68719476780,45,The Green Bean,FR,Paris,48.87,2.3,2022-08-14,18.99,26.55,0.05,25.2225,5,small,small
44516,b14ef840-3e81-4b80-adf0-d33c843bfe3d,68719476779,44,The French Kitchen,FR,Paris,48.86,2.37,2022-08-14,19.74,1.61,0.0,1.61,7,small,small
44516,c7707247-73a4-489b-81fb-7eba733b2da0,68719476749,14,The Gourmet Garden,US,Salem,37.27,-80.03,2022-08-14,20.62,27.04,0.05,25.688,1,tiny,small
44516,e47f2328-94fc-4049-9254-7485d4dd3e9b,68719476746,11,The Flaming Wok,US,Abbeville,36.61,-4.5,2022-08-14,23.14,9.77,0.15,8.304499999999999,1,tiny,small
44516,dcccbcb7-5008-4072-abb6-0f6e31e37c83,68719476778,43,The Food House,US,Carrollton,48.85,2.39,2022-08-14,19.02,6.37,0.0,6.37,1,tiny,small
44516,344f8930-e763-4e44-ac13-d0960b3f09a6,68719476780,45,The Green Bean,FR,Paris,48.87,2.3,2022-08-14,18.99,14.99,0.15,12.7415,5,small,small
44516,accdfb12-cc78-40a9-a565-d4a185a2f37a,68719476782,47,The Juicy Burger,FR,Paris,48.87,2.31,2022-08-14,19.00,4.02,0.05,3.8189999999999995,4,small,small
44516,282e95ac-f61e-435a-855b-367b7c241c5f,68719476781,46,The Italian Table,FR,Paris,48.87,2.31,2022-08-14,19.00,18.34,0.0,18.34,4,small,small
44516,902555e6-2a5e-4926-99b0-964eab362f35,68719476749,14,The Gourmet Garden,US,Salem,37.27,-80.03,2022-08-14,20.62,6.27,0.0,6.27,1,tiny,small
44516,db345086-9fc7-4b66-9f59-807403d3ad6f,68719476779,44,The French Kitchen,FR,Paris,48.86,2.37,2022-08-14,19.74,0.11,0.15,0.0935,7,small,small
44516,33f94baa-5130-4312-9c7d-23b87022d180,68719476778,43,The Food House,US,Carrollton,48.85,2.39,2022-08-14,19.02,2.50,0.0,2.5,1,tiny,small
44516,f09f7169-ae4b-4daf-9b9d-b1ed67679a2c,68719476745,10,The Golden Spoon,US,Harrison,36.26,-93.13,2022-08-14,24.70,21.17,0.1,19.053,1,tiny,small
44516,7428cd51-61dd-4b03-a73d-4d4220f35c9c,68719476778,43,The Food House,US,Carrollton,48.85,2.39,2022-08-14,19.02,12.61,0.0,12.61,1,tiny,small
44516,d68152be-02c3-4b59-a230-34b294535d6a,68719476771,36,Blue Ocean Grill,IT,Milan,45.51,9.12,2022-08-14,23.55,25.95,0.05,24.6525,2,small,small
44516,31ff8668-1aae-434c-876e-a3372d6ccd6f,68719476745,10,The Golden Spoon,US,Harrison,36.26,-93.13,2022-08-14,24.70,8.11,0.0,8.11,1,tiny,small
44516,50777aa2-23ff-494b-bb76-cb389df492ed,68719476745,10,The Golden Spoon,US,Harrison,36.26,-93.13,2022-08-14,24.70,2.90,0.15,2.465,1,tiny,small
44516,3ec3f1e5-3a96-4b7f-bfa2-206eacdd8b9e,68719476778,43,The Food House,US,Carrollton,48.85,2.39,2022-08-14,19.02,12.79,0.15,10.8715,1,tiny,small
44516,87db2700-0731-4eb3-a97e-9452e12cc90e,68719476780,45,The Green Bean,FR,Paris,48.87,2.3,2022-08-14,18.99,14.20,0.15,12.07,5,small,small
44516,920eca27-beb2-42e0-98a2-09bdf8a22c25,68719476746,11,The Flaming Wok,US,Abbeville,36.61,-4.5,2022-08-14,23.14,19.12,0.0,19.12,1,tiny,small
44516,bef6e770-2767-4a89-af3d-bd0475cf2846,68719476780,45,The Green Bean,FR,Paris,48.87,2.3,2022-08-14,18.99,4.01,0.0,4.01,5,small,small
44516,3f18d8e9-3dcd-40d3-b68f-5a8aec29e463,68719476779,44,The French Kitchen,FR,Paris,48.86,2.37,2022-08-14,19.74,0.62,0.0,0.62,7,small,small
44516,1c95f693-26d3-4e2b-951e-c37729518763,68719476778,43,The Food House,US,Carrollton,48.85,2.39,2022-08-14,19.02,29.04,0.0,29.04,1,tiny,small
44516,78eec758-da74-41d6-9679-855de385a77c,68719476745,10,The Golden Spoon,US,Harrison,36.26,-93.13,2022-08-14,24.70,19.71,0.05,18.7245,1,tiny,small
44516,26256f32-a82f-4fc1-9397-ac81dfe44184,68719476746,11,The Flaming Wok,US,Abbeville,36.61,-4.5,2022-08-14,23.14,23.65,0.0,23.65,1,tiny,small
44516,3084b9af-525b-4bd9-a50a-9e7674464ba2,68719476746,11,The Flaming Wok,US,Abbeville,36.61,-4.5,2022-08-14,23.14,4.18,0.0,4.18,1,tiny,small
44516,7a74b1eb-4279-44e3-8de1-540b73a2da51,68719476745,10,The Golden Spoon,US,Harrison,36.26,-93.13,2022-08-14,24.70,16.32,0.0,16.32,1,tiny,small
44516,bb7c80ce-eb03-4e3a-b363-563b6c1c164d,68719476780,45,The Green Bean,FR,Paris,48.87,2.3,2022-08-14,18.99,25.58,0.0,25.58,5,small,small
44516,db5faac4-69ff-4592-90e4-c233dc1073de,68719476780,45,The Green Bean,FR,Paris,48.87,2.3,2022-08-14,18.99,24.68,0.0,24.68,5,small,small
44516,aa2074c1-54c8-41e0-bd7c-56a5931536c4,68719476781,46,The Italian Table,FR,Paris,48.87,2.31,2022-08-14,19.00,3.52,0.15,2.992,4,small,small
44516,ed82523b-289b-4cd6-ba58-e5c659665ca8,68719476778,43,The Food House,US,Carrollton,48.85,2.39,2022-08-14,19.02,0.70,0.0,0.7,1,tiny,small
44516,9bcc0d23-cfd2-4a03-acca-d6334f8305ad,68719476781,46,The Italian Table,FR,Paris,48.87,2.31,2022-08-14,19.00,17.41,0.15,14.7985,4,small,small
44516,660c8d9c-3a8a-4a6e-90e9-86028522b038,68719476746,11,The Flaming Wok,US,Abbeville,36.61,-4.5,2022-08-14,23.14,16.11,0.15,13.6935,1,tiny,small
44516,8da28c03-8c1d-4160-820d-db6de58847a3,68719476778,43,The Food House,US,Carrollton,48.85,2.39,2022-08-14,19.02,27.25,0.15,23.1625,1,tiny,small
44516,936a2285-dfe8-43ff-81b7-149ad606307e,68719476782,47,The Juicy Burger,FR,Paris,48.87,2.31,2022-08-14,19.00,2.06,0.1,1.854,4,small,small
44516,9cd2f144-fca6-4610-a712-4925606bd380,68719476782,47,The Juicy Burger,FR,Paris,48.87,2.31,2022-08-14,19.00,0.27,0.0,0.27,4,small,small
44516,cecdab45-1888-44e7-b5cc-25c551f21918,68719476781,46,The Italian Table,FR,Paris,48.87,2.31,2022-08-14,19.00,28.45,0.0,28.45,4,small,small
44516,ff623603-7edb-40bc-9468-1205a1b6b17c,68719476781,46,The Italian Table,FR,Paris,48.87,2.31,2022-08-14,19.00,22.09,0.0,22.09,4,small,small
44516,58de5886-8996-42c7-99b5-60e709885a3a,68719476781,46,The Italian Table,FR,Paris,48.87,2.31,2022-08-14,19.00,5.92,0.0,5.92,4,small,small
44516,87802ee6-a052-49b6-bee3-402f7bfc0385,68719476781,46,The Italian Table,FR,Paris,48.87,2.31,2022-08-14,19.00,8.63,0.0,8.63,4,small,small
44516,11f716a5-98e8-45b3-908a-7a2afe75d8e0,68719476782,47,The Juicy Burger,FR,Paris,48.87,2.31,2022-08-14,19.00,16.30,0.0,16.3,4,small,small
44516,3e09f3d1-eab1-4d70-b8d3-b01d79ddc91e,68719476778,43,The Food House,US,Carrollton,48.85,2.39,2022-08-14,19.02,1.14,0.05,1.083,1,tiny,small
44516,24587474-550f-4547-bde1-5ebbfc9d47b3,68719476737,2,Bella Cucina,US,Pompano Beach,26.21,-80.17,2022-09-04,27.54,26.45,0.0,26.45,1,tiny,tiny
44516,651defdc-ee99-424d-bef5-0f5f77ea3b06,68719476742,7,Cafe Roma,US,San Clemente,33.44,-117.62,2022-09-04,22.09,29.51,0.05,28.0345,1,tiny,tiny
44516,3ebf18ec-f5e7-4266-9b77-26468eb75958,68719476742,7,Cafe Roma,US,San Clemente,33.44,-117.62,2022-09-04,22.09,9.35,0.15,7.9475,1,tiny,tiny
44516,3c04d746-b3ce-490f-94af-82bf3768bebd,68719476737,2,Bella Cucina,US,Pompano Beach,26.21,-80.17,2022-09-04,27.54,7.07,0.05,6.7165,1,tiny,tiny
44516,ed07e3f8-c1de-4949-95a0-1bae3e0ed8df,68719476742,7,Cafe Roma,US,San Clemente,33.44,-117.62,2022-09-04,22.09,22.56,0.15,19.176,1,tiny,tiny
44516,5ff6fd7f-54e0-4f80-addc-c0438a205f54,68719476742,7,Cafe Roma,US,San Clemente,33.44,-117.62,2022-09-04,22.09,7.81,0.0,7.81,1,tiny,tiny
44516,9da39e02-0c7d-485e-8a86-030dae90ad5c,68719476742,7,Cafe Roma,US,San Clemente,33.44,-117.62,2022-09-04,22.09,3.06,0.05,2.907,1,tiny,tiny
44516,5b46167d-9e47-4073-8133-4cfadb201afe,68719476742,7,Cafe Roma,US,San Clemente,33.44,-117.62,2022-09-04,22.09,24.52,0.15,20.842,1,tiny,tiny
44516,39da1a1d-d76f-4632-97f1-740b043d9183,68719476737,2,Bella Cucina,US,Pompano Beach,26.21,-80.17,2022-09-04,27.54,15.46,0.0,15.46,1,tiny,tiny
44516,ff6984b1-5b43-42ff-810e-a4ab8aa489e8,68719476737,2,Bella Cucina,US,Pompano Beach,26.21,-80.17,2022-09-04,27.54,18.85,0.0,18.85,1,tiny,tiny
44516,bfac88e1-c713-4cff-b7b8-5474ac36eb80,68719476742,7,Cafe Roma,US,San Clemente,33.44,-117.62,2022-09-04,22.09,24.59,0.05,23.3605,1,tiny,tiny
63415,619a4a2d-5eab-44d0-862c-2ba4068f5e2f,77309411365,38,Cafe Viva,US,Saint Ignace,45.88,-84.73,2022-09-24,22.50,21.63,0.0,21.63,1,tiny,tiny
63415,9b7c31df-5891-4910-a2d6-8b20fee79968,77309411330,3,Spice Bazaar,US,Titusville,28.55,-80.85,2022-09-24,26.62,20.50,0.0,20.5,1,tiny,tiny
63415,32066822-ce6b-4716-8b22-564ed1bf9f39,77309411330,3,Spice Bazaar,US,Titusville,28.55,-80.85,2022-09-24,26.62,15.91,0.0,15.91,1,tiny,tiny
63415,b4207ef9-6344-4bcf-92c3-cad59b05f565,77309411365,38,Cafe Viva,US,Saint Ignace,45.88,-84.73,2022-09-24,22.50,19.86,0.0,19.86,1,tiny,tiny
63415,b17a46bb-616c-4c68-83f3-69bc5856c87b,77309411365,38,Cafe Viva,US,Saint Ignace,45.88,-84.73,2022-09-24,22.50,14.33,0.15,12.1805,1,tiny,tiny
63415,b9353932-112a-467c-b7d0-a1fe5473effd,77309411330,3,Spice Bazaar,US,Titusville,28.55,-80.85,2022-09-24,26.62,29.27,0.15,24.8795,1,tiny,tiny
63415,76695ffe-d197-4d1e-81f6-b01b30fecc37,77309411365,38,Cafe Viva,US,Saint Ignace,45.88,-84.73,2022-09-24,22.50,19.67,0.15,16.7195,1,tiny,tiny
63415,021c9843-ac5e-4ce1-835f-107000d05722,77309411330,3,Spice Bazaar,US,Titusville,28.55,-80.85,2022-09-24,26.62,14.87,0.1,13.383,1,tiny,tiny
63415,c7667f13-d579-4b4d-9aa6-c4364750d26c,77309411365,38,Cafe Viva,US,Saint Ignace,45.88,-84.73,2022-09-24,22.50,23.14,0.15,19.669,1,tiny,tiny
63415,693497ad-446f-472b-82a1-aeca7a588d86,77309411365,38,Cafe Viva,US,Saint Ignace,45.88,-84.73,2022-09-24,22.50,11.90,0.15,10.115,1,tiny,tiny
63415,dde28516-fdb3-4384-8ca2-f1e68c4b90d2,77309411330,3,Spice Bazaar,US,Titusville,28.55,-80.85,2022-09-24,26.62,23.34,0.15,19.839,1,tiny,tiny
66775,ed970a02-e828-4691-b103-b76ddae716fa,17179869186,3,Spice Bazaar,US,Hattiesburg,31.33,-89.35,2022-08-05,25.34,29.67,0.0,29.67,1,tiny,large
66775,3e2b0c31-bf95-4a23-87cd-5e88ca859c6b,17179869250,67,Crimson and Clover,GB,London,51.5,-0.19,2022-08-05,15.35,9.76,0.0,9.76,13,large,large
66775,9b01ee1a-f3d2-4907-b070-5f3383418910,17179869251,68,Delish Cafe,GB,London,51.5,-0.14,2022-08-05,14.84,24.61,0.0,24.61,5,small,large
66775,73494628-d03c-4c1e-95b5-3dbbd850a212,17179869220,37,Cafe Crepe,IT,Milan,45.46,9.19,2022-08-05,23.70,8.98,0.0,8.98,11,large,large
66775,797bb814-4d4a-45d6-9939-946c28637bc3,17179869220,37,Cafe Crepe,IT,Milan,45.46,9.19,2022-08-05,23.70,25.69,0.0,25.69,11,large,large
66775,a24a8186-7897-42eb-85a8-a83c913f4da4,17179869254,71,Fire and Spice,GB,London,51.5,-0.02,2022-08-05,15.32,3.77,0.15,3.2045,3,small,large
66775,7388fcf8-1ee6-43bc-b5ae-ac6d716c4ab9,17179869251,68,Delish Cafe,GB,London,51.5,-0.14,2022-08-05,14.84,5.62,0.15,4.777,5,small,large
66775,3d429ff9-f4dc-4bfa-afa4-42f6a24d0d72,17179869250,67,Crimson and Clover,GB,London,51.5,-0.19,2022-08-05,15.35,12.53,0.05,11.9035,13,large,large
66775,a113cbd6-6612-4a90-9efc-06727a962c06,17179869252,69,Dragonfly Cafe,GB,London,51.5,-0.13,2022-08-05,14.92,0.42,0.0,0.42,2,small,large
66775,e0d5bb3e-737a-4007-8f78-46740a9be379,17179869254,71,Fire and Spice,GB,London,51.5,-0.02,2022-08-05,15.32,16.42,0.0,16.42,3,small,large
66775,fca4ac5b-7833-44a7-ba65-11474dde8a81,17179869220,37,Cafe Crepe,IT,Milan,45.46,9.19,2022-08-05,23.70,19.06,0.0,19.06,11,large,large
66775,1b8f2bf4-c758-4a90-9bd4-93897f384839,17179869254,71,Fire and Spice,GB,London,51.5,-0.02,2022-08-05,15.32,8.66,0.15,7.361000000000001,3,small,large
66775,1fd21013-aaed-4957-b7a7-23d9acb1c767,17179869251,68,Delish Cafe,GB,London,51.5,-0.14,2022-08-05,14.84,17.33,0.15,14.7305,5,small,large
66775,743d8c96-7d02-4ef1-8ec1-a63007e71026,17179869250,67,Crimson and Clover,GB,London,51.5,-0.19,2022-08-05,15.35,21.66,0.15,18.411,13,large,large
66775,4ef7899d-860a-47fd-9555-36ccaf191edd,17179869252,69,Dragonfly Cafe,GB,London,51.5,-0.13,2022-08-05,14.92,29.50,0.0,29.5,2,small,large
66775,83d948b0-5c2b-4a8e-9d8e-c96ff0ad3c1c,17179869186,3,Spice Bazaar,US,Hattiesburg,31.33,-89.35,2022-08-05,25.34,19.10,0.0,19.1,1,tiny,large
66775,dfa86c75-f5b6-48b7-9c99-deb241479e24,17179869250,67,Crimson and Clover,GB,London,51.5,-0.19,2022-08-05,15.35,7.33,0.15,6.2305,13,large,large
66775,acce8f18-167d-40f6-965b-ba07e6d57f10,17179869250,67,Crimson and Clover,GB,London,51.5,-0.19,2022-08-05,15.35,13.62,0.0,13.62,13,large,large
66775,660831be-ab29-4951-baea-3724698d7e30,17179869252,69,Dragonfly Cafe,GB,London,51.5,-0.13,2022-08-05,14.92,0.66,0.05,0.627,2,small,large
66775,168b0e94-af12-47cd-9a44-52cd517c126f,17179869250,67,Crimson and Clover,GB,London,51.5,-0.19,2022-08-05,15.35,4.89,0.05,4.645499999999999,13,large,large
66775,31c434f4-145e-46d0-a837-7448f92a1025,17179869254,71,Fire and Spice,GB,London,51.5,-0.02,2022-08-05,15.32,6.05,0.15,5.1425,3,small,large
66775,fa7495f0-c88a-49f1-bdc9-c8f4e4075323,17179869251,68,Delish Cafe,GB,London,51.5,-0.14,2022-08-05,14.84,15.94,0.0,15.94,5,small,large
66775,107b87f5-2bde-452e-9b15-c4c4bc2fa7c1,17179869252,69,Dragonfly Cafe,GB,London,51.5,-0.13,2022-08-05,14.92,15.17,0.0,15.17,2,small,large
66775,80001e3b-da70-4f5e-9bd6-8539d61095f0,17179869186,3,Spice Bazaar,US,Hattiesburg,31.33,-89.35,2022-08-05,25.34,10.63,0.0,10.63,1,tiny,large
