restaurant_franchise_id,receipt_id,id,franchise_id,franchise_name,country,city,lat,lng,date,avg_tmpr_c,total_cost,discount,real_total_cost,items_count,order_size,most_popular_order_type,promo_cold_drinks
48721,fd7dfb60-7060-4bf0-aae5-904e5eb40c9d,163208757304,57,The Yellow Submarine,FR,Paris,48.87,2.29,2022-08-13,17.40,3.81,0.0,3.81,4,small,large,false
48721,652d8aae-2585-48bc-9226-808e0ed3158a,163208757289,42,The Daily Scoop,IT,Milan,45.47,9.19,2022-08-13,22.19,18.34,0.0,18.34,18,large,large,false
48721,9e03bf22-1919-49a6-831a-75373c4a81f0,163208757299,52,The Red Door,FR,Paris,48.85,2.37,2022-08-13,17.37,14.66,0.15,12.461,4,small,large,false
48721,ee210792-f072-424e-a810-d1660183723f,163208757306,59,Azalea Cafe,FR,Paris,48.87,2.29,2022-08-13,17.40,20.47,0.15,17.3995,4,small,large,false
48721,7ca80c4a-1b9d-4fe2-8a41-2aad4eec25d2,163208757304,57,The Yellow Submarine,FR,Paris,48.87,2.29,2022-08-13,17.40,20.63,0.0,20.63,4,small,large,false
48721,92830a3b-a42c-4af5-b2f1-219a7a1dc621,163208757306,59,Azalea Cafe,FR,Paris,48.87,2.29,2022-08-13,17.40,2.72,0.15,2.3120000000000003,4,small,large,false
48721,6a2a3572-a4f2-4a26-9196-e93d7345fa12,163208757299,52,The Red Door,FR,Paris,48.85,2.37,2022-08-13,17.37,9.97,0.0,9.97,4,small,large,false
48721,22830f20-b5f2-454e-b9cd-70ebd05476ee,163208757291,44,The French Kitchen,IT,Milan,45.48,9.17,2022-08-13,21.94,13.21,0.1,11.889000000000001,3,small,large,false
48721,512c3fbb-f485-410a-8bb0-cedf123a9873,163208757302,55,The Steak House,FR,Paris,48.86,2.34,2022-08-13,17.95,20.28,0.05,19.266000000000002,13,large,large,false
48721,900e72c2-dd9b-41be-80da-5a88b718817b,163208757301,54,The Spice House,FR,Paris,48.86,2.38,2022-08-13,17.65,4.93,0.15,4.1905,2,small,large,false
58574,27d509e9-f8dd-47f3-b8cf-803ba580673c,231928233990,7,Cafe Roma,US,Crossville,35.96,-84.98,2022-08-23,18.67,8.33,0.0,8.33,1,tiny,tiny,false
58574,780b2af1-9ccf-4439-84df-2f189bfbfac3,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,17.56,0.15,14.925999999999998,1,tiny,tiny,false
58574,f60dc282-a42e-43f0-aa03-5240056e1cfd,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,8.19,0.05,7.7805,1,tiny,tiny,false
58574,3932af11-a588-40d8-86a3-a13660a014bf,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,27.96,0.15,23.766000000000002,1,tiny,tiny,false
58574,915efd14-43df-4646-bfa4-a71b5409713b,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,7.42,0.05,7.0489999999999995,1,tiny,tiny,false
58574,1bb6e063-121a-4de2-92ed-a06daa4bd9e0,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,10.76,0.15,9.146,1,tiny,tiny,false
58574,9b1b24bb-a22c-47d9-ad11-9e81b99b412d,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,8.49,0.0,8.49,1,tiny,tiny,false
58574,dc46c075-2afa-4782-b929-f97ed3621b7b,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,19.51,0.0,19.51,1,tiny,tiny,false
58574,b0c6d51d-4e8b-48b8-94a3-3b13a918a542,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,24.19,0.05,22.9805,1,tiny,tiny,false
58574,6c8ad530-837f-448e-87c3-c900be9e15ff,231928233990,7,Cafe Roma,US,Crossville,35.96,-84.98,2022-08-23,18.67,6.37,0.0,6.37,1,tiny,tiny,false
58574,07726d1c-5cf2-4164-a810-e177bd60f0fe,231928233990,7,Cafe Roma,US,Crossville,35.96,-84.98,2022-08-23,18.67,14.84,0.1,13.356,1,tiny,tiny,false
58574,785259b1-0aeb-4472-b42c-439efe2f4034,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,2.25,0.0,2.25,1,tiny,tiny,false
58574,28e227bc-f8c9-43a6-b176-309af2fd3bbc,231928233998,15,The Pearl Kitchen,US,Coalville,40.91,-111.4,2022-08-23,16.80,17.87,0.0,17.87,1,tiny,tiny,false
6723,c2276520-ba49-4431-87e0-ff73a303f88e,146028888146,83,The Pantry,NL,Amsterdam,52.34,4.89,2022-08-03,18.56,11.97,0.0,11.97,1,tiny,large,false
6723,de9d39b3-6f05-4ca7-a742-bd1412a4b207,146028888147,84,The Pink Door,NL,Amsterdam,52.35,4.87,2022-08-03,17.85,29.55,0.0,29.55,3,small,large,false
6723,c60a5da0-55a6-4725-b2ea-53716eb6259b,146028888146,83,The Pantry,NL,Amsterdam,52.34,4.89,2022-08-03,18.56,27.38,0.15,23.273,1,tiny,large,false
6723,e73f670c-a1f5-445d-a6e9-0150c1205046,146028888147,84,The Pink Door,NL,Amsterdam,52.35,4.87,2022-08-03,17.85,29.81,0.0,29.81,3,small,large,false
6723,806067aa-249f-40b1-9845-892a2bc3ca86,146028888149,86,The Porch Cafe,NL,Amsterdam,52.37,4.89,2022-08-03,18.65,1.12,0.0,1.12,14,large,large,false
6723,57bc03e1-dbd6-4cc7-a28b-a091c8282a65,146028888150,87,The Red Hen,US,East Hickory,52.67,13.57,2022-08-03,19.26,10.38,0.0,10.38,1,tiny,large,false
6723,e14f61d4-2a8d-44ff-a4fd-55038b571d0a,146028888150,87,The Red Hen,US,East Hickory,52.67,13.57,2022-08-03,19.26,23.34,0.05,22.173,1,tiny,large,false
6723,a14568eb-c87d-4485-98ff-1c14a9fe23ee,146028888150,87,The Red Hen,US,East Hickory,52.67,13.57,2022-08-03,19.26,18.09,0.15,15.3765,1,tiny,large,false
6723,94c4980d-9dec-4922-b7cc-3338b620a0ed,146028888149,86,The Porch Cafe,NL,Amsterdam,52.37,4.89,2022-08-03,18.65,22.09,0.0,22.09,14,large,large,false
6723,e3e4ddee-a654-4e11-9d75-ddc82b730c05,146028888074,11,The Flaming Wok,US,Kiowa,34.69,-95.92,2022-08-03,25.88,24.71,0.0,24.71,1,tiny,large,true
6723,d98bec67-4a55-4347-b0d1-4117049bec91,146028888150,87,The Red Hen,US,East Hickory,52.67,13.57,2022-08-03,19.26,27.67,0.0,27.67,1,tiny,large,false
6723,14de650e-eccf-40af-8381-5ee1d740bfb2,146028888150,87,The Red Hen,US,East Hickory,52.67,13.57,2022-08-03,19.26,8.50,0.0,8.5,1,tiny,large,false
6723,2355e97b-69ca-45de-a3c9-a874c9799fdd,146028888147,84,The Pink Door,NL,Amsterdam,52.35,4.87,2022-08-03,17.85,4.50,0.0,4.5,3,small,large,false
6723,ce88dac2-0cdf-4520-9421-e56d28fb089d,146028888150,87,The Red Hen,US,East Hickory,52.67,13.57,2022-08-03,19.26,21.99,0.0,21.99,1,tiny,large,false
6723,2b2ed9d2-d514-4880-afde-b69f974f6846,146028888074,11,The Flaming Wok,US,Kiowa,34.69,-95.92,2022-08-03,25.88,17.06,0.0,17.06,1,tiny,large,true
6723,241e84c0-73aa-4d47-b2b5-6a78c6fddc5b,146028888074,11,The Flaming Wok,US,Kiowa,34.69,-95.92,2022-08-03,25.88,22.59,0.0,22.59,1,tiny,large,true
6723,e60e231e-663f-436e-ac99-01fb5538ff53,146028888074,11,The Flaming Wok,US,Kiowa,34.69,-95.92,2022-08-03,25.88,9.83,0.15,8.3555,1,tiny,large,true
6723,c9129e64-cdc0-45a0-90a8-106ee3ac93ff,146028888149,86,The Porch Cafe,NL,Amsterdam,52.37,4.89,2022-08-03,18.65,20.75,0.15,17.6375,14,large,large,false
6723,f454dd9f-ccab-4eac-88cf-eed80057efc1,146028888146,83,The Pantry,NL,Amsterdam,52.34,4.89,2022-08-03,18.56,24.01,0.0,24.01,1,tiny,large,false
6723,f8e706a4-bacd-49b0-b712-d4171c734584,146028888149,86,The Porch Cafe,NL,Amsterdam,52.37,4.89,2022-08-03,18.65,7.52,0.0,7.52,14,large,large,false
6723,dc8c8945-3b39-44eb-af2d-d2bac310f138,146028888146,83,The Pantry,NL,Amsterdam,52.34,4.89,2022-08-03,18.56,0.54,0.05,0.513,1,tiny,large,false
6723,a39bbcf1-20c2-4f59-8b90-472e94b7b731,146028888147,84,The Pink Door,NL,Amsterdam,52.35,4.87,2022-08-03,17.85,20.90,0.0,20.9,3,small,large,false
6723,d6032ccd-5749-4b7e-86bc-0a31d535fcb1,146028888150,87,The Red Hen,US,East Hickory,52.67,13.57,2022-08-03,19.26,23.50,0.0,23.5,1,tiny,large,false
6723,0562f70e-6639-4ead-960f-ed3676eecd69,146028888074,11,The Flaming Wok,US,Kiowa,34.69,-95.92,2022-08-03,25.88,20.87,0.0,20.87,1,tiny,large,true
6723,e2373c7f-0ef4-434e-8515-8c8747f8a105,146028888086,23,The Hungry Pig,US,Mount Arlington,40.9,-74.64,2022-08-10,21.26,10.83,0.0,10.83,1,tiny,large,false
6723,173af6cd-ac3f-4168-a070-94c0ca14f1ac,146028888146,83,The Pantry,NL,Amsterdam,52.34,4.89,2022-08-10,16.57,22.12,0.15,18.802,1,tiny,large,false
6723,ffc4542e-c8d4-4842-a884-fb07cf7958f8,146028888146,83,The Pantry,NL,Amsterdam,52.34,4.89,2022-08-10,16.57,8.40,0.0,8.4,1,tiny,large,false
6723,b03a1464-3e4d-4834-8d4f-2cd1a5982409,146028888147,84,The Pink Door,NL,Amsterdam,52.35,4.87,2022-08-10,16.96,13.23,0.0,13.23,3,small,large,false
6723,5a927f4b-a54c-47c7-8062-f0d42f7dbe7b,146028888086,23,The Hungry Pig,US,Mount Arlington,40.9,-74.64,2022-08-10,21.26,1.41,0.0,1.41,1,tiny,large,false
6723,fd5ef499-7dae-430f-a6ea-3a6e194830d1,146028888086,23,The Hungry Pig,US,Mount Arlington,40.9,-74.64,2022-08-10,21.26,7.64,0.05,7.258,1,tiny,large,false
6723,a1e02ba5-4a9e-4b7b-bbc7-aef75a80dec3,146028888149,86,The Porch Cafe,NL,Amsterdam,52.37,4.89,2022-08-10,16.66,23.38,0.0,23.38,14,large,large,false
6723,58fa4279-d07d-482d-9a1e-db279a7f3d8f,146028888149,86,The Porch Cafe,NL,Amsterdam,52.37,4.89,2022-08-10,16.66,1.15,0.0,1.15,14,large,large,false
6723,97642688-553f-40b6-93c4-34a9e9cf5845,146028888146,83,The Pantry,NL,Amsterdam,52.34,4.89,2022-08-10,16.57,1.50,0.15,1.275,1,tiny,large,false
6723,b32dc521-d64f-4959-903e-0a08ccb7068d,146028888149,86,The Porch Cafe,NL,Amsterdam,52.37,4.89,2022-08-10,16.66,27.96,0.0,27.96,14,large,large,false
6723,57542b09-cbd1-4a4f-b5ea-c39dc9013ce6,146028888086,23,The Hungry Pig,US,Mount Arlington,40.9,-74.64,2022-08-10,21.26,29.94,0.05,28.443,1,tiny,large,false
6723,f672ac4e-78df-4c4c-bf6f-d34dad35cdb6,146028888149,86,The Porch Cafe,NL,Amsterdam,52.37,4.89,2022-08-10,16.66,7.36,0.05,6.992,14,large,large,false
6723,0f920b54-fd05-4ad3-afaf-7cf05f9a0e1c,146028888147,84,The Pink Door,NL,Amsterdam,52.35,4.87,2022-08-10,16.96,14.19,0.1,12.770999999999999,3,small,large,false
6723,e4ec90f6-9fee-455f-ae98-8a26a61855cc,146028888146,83,The Pantry,NL,Amsterdam,52.34,4.89,2022-08-10,16.57,9.65,0.0,9.65,1,tiny,large,false
6723,20ef5010-9910-4b8f-97ab-e59eafb8c911,146028888147,84,The Pink Door,NL,Amsterdam,52.35,4.87,2022-08-10,16.96,3.07,0.15,2.6094999999999997,3,small,large,false
6723,99bb77a1-103f-42d0-92f1-8e5a114d913a,146028888147,84,The Pink Door,NL,Amsterdam,52.35,4.87,2022-08-10,16.96,16.09,0.05,15.285499999999999,3,small,large,false
6723,7f04e3ea-b86d-4c7b-9d26-12710aa9556d,146028888146,83,The Pantry,NL,Amsterdam,52.34,4.89,2022-08-10,16.57,12.71,0.15,10.803500000000001,1,tiny,large,false
6723,a3205e8c-f504-4fd9-9dec-7ecae4d507c9,146028888147,84,The Pink Door,NL,Amsterdam,52.35,4.87,2022-08-10,16.96,19.96,0.0,19.96,3,small,large,false
70700,0c223f0c-3b75-483d-b88f-e1d552192ed1,266287972418,67,Crimson and Clover,GB,London,51.49,-0.17,2022-08-17,16.04,9.86,0.15,8.381,2,small,large,false
70700,1768d369-6e8f-4ed0-a201-3eeef2762619,266287972411,60,Big City Grill,US,Celina,48.88,2.34,2022-08-17,17.72,22.45,0.0,22.45,1,tiny,large,false
70700,a024cd96-28ca-4934-9584-a38b448ad063,266287972413,62,Cafe Luminoso,FR,Paris,48.88,2.34,2022-08-17,17.42,7.64,0.0,7.64,11,large,large,false
70700,d56a648d-7bd2-4b8d-b38f-edd316f02dc9,266287972365,14,The Gourmet Garden,US,Charles Town,39.29,-77.85,2022-08-17,25.28,13.44,0.05,12.767999999999999,1,tiny,large,true
70700,b258974d-021b-4bc0-b27e-02398522bb40,266287972407,56,The Waffle House,FR,Paris,48.87,2.3,2022-08-17,17.53,28.35,0.0,28.35,33,large,large,false
70700,ffdcb36a-ed4a-458f-b50a-5169476c9431,266287972415,64,Chateau de Cuisine,FR,Paris,48.88,2.34,2022-08-17,17.42,4.99,0.0,4.99,11,large,large,false
70700,1a863e92-b645-4433-98b3-69a665be2cca,266287972418,67,Crimson and Clover,GB,London,51.49,-0.17,2022-08-17,16.04,23.35,0.05,22.1825,2,small,large,false
70700,31f2f247-6cf4-4f1b-acba-b9e019bdf3f1,266287972399,48,The Local Cafe,FR,Paris,48.85,2.32,2022-08-17,18.13,16.38,0.0,16.38,4,small,large,false
70700,f2e0e069-ef84-4703-931e-0f104bd5fb10,266287972403,52,The Red Door,FR,Paris,48.86,2.34,2022-08-17,18.10,8.31,0.15,7.0635,13,large,large,false
70700,e1cc97ec-3ec8-45f9-b9e0-4e554e65f364,266287972415,64,Chateau de Cuisine,FR,Paris,48.88,2.34,2022-08-17,17.42,18.33,0.15,15.580499999999999,11,large,large,false
70700,26373182-85a8-45bd-aa58-04cba17274c7,266287972405,54,The Spice House,FR,Paris,48.87,2.3,2022-08-17,17.53,19.24,0.05,18.278,33,large,large,false
70700,88c0127b-546d-4bc0-af67-3a0a4a77d613,266287972411,60,Big City Grill,US,Celina,48.88,2.34,2022-08-17,17.72,17.55,0.0,17.55,1,tiny,large,false
70700,95573486-75ea-49b2-b1d6-0bdd983430dc,266287972386,35,Basilica Bistro,US,Ennis,45.35,-111.73,2022-08-17,19.96,7.44,0.0,7.44,1,tiny,large,false
70700,c759e4d9-22a4-4999-beb1-9470bd207985,266287972409,58,A Tasty Bite,FR,Paris,48.87,2.33,2022-08-17,18.34,26.99,0.15,22.941499999999998,41,large,large,false
70700,c7e62b7a-1605-4a2d-b26d-3a1336ff7eff,266287972414,63,Cafe Paris,FR,Paris,48.88,2.3,2022-08-17,18.35,15.62,0.0,15.62,11,large,large,false
70700,065b62ab-0634-4d04-a027-c07c0a0709c2,266287972421,70,Earth and Vine,GB,London,51.5,-0.16,2022-08-17,15.87,22.53,0.15,19.1505,13,large,large,false
70700,8e72a784-8b58-45cc-b9b5-ebb7de3b3534,266287972399,48,The Local Cafe,FR,Paris,48.85,2.32,2022-08-17,18.13,29.03,0.15,24.6755,4,small,large,false
70700,758b2c94-7705-4177-83c4-af3829c7f07a,266287972418,67,Crimson and Clover,GB,London,51.49,-0.17,2022-08-17,16.04,22.59,0.0,22.59,2,small,large,false
70700,aecacf12-aae5-4f34-8a66-76e83e1597c3,266287972423,72,Flamingo Cafe,GB,London,51.5,-0.15,2022-08-17,16.39,12.61,0.0,12.61,6,small,large,false
70700,0c17ac94-aadc-46a0-9311-827142b65f86,266287972414,63,Cafe Paris,FR,Paris,48.88,2.3,2022-08-17,18.35,22.40,0.0,22.4,11,large,large,false
70700,3f7f9fc4-bec6-4a7c-83c1-842f9cbec424,266287972411,60,Big City Grill,US,Celina,48.88,2.34,2022-08-17,17.72,29.83,0.0,29.83,1,tiny,large,false
70700,e8be9ca1-6ce6-4528-95e5-2fef279761e8,266287972414,63,Cafe Paris,FR,Paris,48.88,2.3,2022-08-17,18.35,12.80,0.1,11.52,11,large,large,false
70700,75944b84-973b-4d55-b2e2-594c7a1e9520,266287972421,70,Earth and Vine,GB,London,51.5,-0.16,2022-08-17,15.87,11.19,0.05,10.6305,13,large,large,false
70700,b6a74734-28e9-4a1a-853f-f1a3b96c6aa9,266287972405,54,The Spice House,FR,Paris,48.87,2.3,2022-08-17,17.53,17.81,0.0,17.81,33,large,large,false
70700,1fe8ab61-dcce-49b3-8e58-310430c5dd61,266287972402,51,The Pizzeria,FR,Paris,48.85,2.31,2022-08-17,17.41,13.27,0.05,12.6065,3,small,large,false
70700,5c5a94b8-4e06-4d39-866c-58683c566381,266287972411,60,Big City Grill,US,Celina,48.88,2.34,2022-08-17,17.72,5.69,0.0,5.69,1,tiny,large,false
70700,d593e113-f61f-4780-9bc9-23dcf790cfa0,266287972398,47,The Juicy Burger,FR,Paris,48.83,2.28,2022-08-17,18.25,17.54,0.05,16.663,2,small,large,false
70700,6fcf305b-e143-40d7-925e-5ba868e785c8,266287972413,62,Cafe Luminoso,FR,Paris,48.88,2.34,2022-08-17,17.42,6.43,0.15,5.4655,11,large,large,false
