restaurant_franchise_id,receipt_id,id,franchise_id,franchise_name,country,city,lat,lng,date,avg_tmpr_c,total_cost,discount,real_total_cost,items_count,order_size,most_popular_order_type,promo_cold_drinks
17484,5f60a2d5-8eee-453c-a475-e62e8277e9c5,137438953476,5,The Hungry Hippo,US,Amarillo,35.19,-101.92,2022-09-20,25.51,28.40,0.0,28.4,1,tiny,tiny,true
28451,40e76d1c-12d0-4706-83dc-0f26fe9f4456,171798691854,15,The Pearl Kitchen,US,Redding,40.6,-122.38,2022-08-29,28.33,16.17,0.15,13.744500000000002,1,tiny,tiny,true
28451,9ca7a643-49bc-49ad-9df4-3872fc31b524,171798691854,15,The Pearl Kitchen,US,Redding,40.6,-122.38,2022-08-29,28.33,21.49,0.15,18.2665,1,tiny,tiny,true
28451,a476edd3-2f97-4403-9efd-803843608784,171798691854,15,The Pearl Kitchen,US,Redding,40.6,-122.38,2022-08-29,28.33,28.51,0.05,27.084500000000002,1,tiny,tiny,true
28451,ae0afa1f-d60f-48f5-b844-1357ee40b5ac,171798691854,15,The Pearl Kitchen,US,Redding,40.6,-122.38,2022-08-29,28.33,28.61,0.15,24.3185,1,tiny,tiny,true
28451,4cc3ade1-7375-48e1-a3c7-b370bd0386d8,171798691854,15,The Pearl Kitchen,US,Redding,40.6,-122.38,2022-08-29,28.33,15.61,0.0,15.61,1,tiny,tiny,true
62927,6d00904e-c466-410e-85ad-6d85b0d9bf7c,249108103208,41,The Daily Bread,US,Greenbush,44.53,-83.32,2022-08-31,14.23,18.21,0.15,15.4785,1,tiny,tiny,false
62927,4c79013a-eb37-49fd-a2c8-eb496de76949,249108103207,40,Crimson Cafe,US,Utica,42.63,-83.01,2022-08-31,13.24,3.82,0.0,3.82,1,tiny,tiny,false
62927,f45a143b-c1fd-4aa3-be2e-8ceb252d7201,249108103208,41,The Daily Bread,US,Greenbush,44.53,-83.32,2022-08-31,14.23,1.05,0.05,0.9975,1,tiny,tiny,false
62927,851d8fbd-034c-4844-95c1-da0cb0f68411,249108103208,41,The Daily Bread,US,Greenbush,44.53,-83.32,2022-08-31,14.23,24.93,0.15,21.1905,1,tiny,tiny,false
62927,3e3317d2-84ed-4c53-a668-82bc59a46916,249108103207,40,Crimson Cafe,US,Utica,42.63,-83.01,2022-08-31,13.24,27.91,0.0,27.91,1,tiny,tiny,false
62927,75c8c603-41e7-4b0c-940c-b8df087be416,249108103208,41,The Daily Bread,US,Greenbush,44.53,-83.32,2022-08-31,14.23,24.44,0.15,20.774,1,tiny,tiny,false
62927,e36b74bd-7d20-4c10-982f-c68b679faa0a,249108103181,14,The Gourmet Garden,US,Goodlettsville,36.32,-86.71,2022-09-12,16.35,27.66,0.0,27.66,1,tiny,tiny,false
62927,f5833b8e-c204-4605-aea4-ecef69e664ec,249108103177,10,The Golden Spoon,US,Boiling Springs,35.01,-81.96,2022-09-12,18.91,12.29,0.0,12.29,1,tiny,tiny,false
62927,7e3c747e-12db-4af2-b54a-00babf1688b0,249108103181,14,The Gourmet Garden,US,Goodlettsville,36.32,-86.71,2022-09-12,16.35,11.87,0.0,11.87,1,tiny,tiny,false
62927,c07a1f0b-da1e-45db-b7c9-0b2ccebd9247,249108103177,10,The Golden Spoon,US,Boiling Springs,35.01,-81.96,2022-09-12,18.91,20.45,0.15,17.3825,1,tiny,tiny,false
62927,7313b0b9-ec9c-41dc-af66-20800125823a,249108103177,10,The Golden Spoon,US,Boiling Springs,35.01,-81.96,2022-09-12,18.91,6.31,0.05,5.9944999999999995,1,tiny,tiny,false
62927,77812989-6527-46cd-9fbf-79138081a205,249108103193,26,The Silver Spoon,US,Gretna,41.1,-96.25,2022-09-12,22.28,29.13,0.1,26.217,1,tiny,tiny,false
62927,39d4ae85-0c1e-46da-a625-fb5d0cb37fdc,249108103177,10,The Golden Spoon,US,Boiling Springs,35.01,-81.96,2022-09-12,18.91,14.27,0.05,13.5565,1,tiny,tiny,false
62927,d0af4327-b83e-45bf-8330-3434b70ec9b5,249108103181,14,The Gourmet Garden,US,Goodlettsville,36.32,-86.71,2022-09-12,16.35,2.53,0.0,2.53,1,tiny,tiny,false
62927,f939c8fc-d1bc-4118-a8a9-9695d8580a05,249108103181,14,The Gourmet Garden,US,Goodlettsville,36.32,-86.71,2022-09-12,16.35,13.62,0.05,12.939,1,tiny,tiny,false
62927,76121d23-0d0f-4bb5-8022-77914111c575,249108103177,10,The Golden Spoon,US,Boiling Springs,35.01,-81.96,2022-09-12,18.91,16.31,0.0,16.31,1,tiny,tiny,false
62927,c0c808c2-8733-4474-a4fc-f6dca84f46a6,249108103182,15,The Pearl Kitchen,US,Marina,36.7,-121.81,2022-09-12,16.89,24.78,0.15,21.063000000000002,1,tiny,tiny,false
62927,2737a1e1-b80a-4c89-bd9b-32d2f5c27c1f,249108103181,14,The Gourmet Garden,US,Goodlettsville,36.32,-86.71,2022-09-12,16.35,0.83,0.05,0.7885,1,tiny,tiny,false
62927,2e34719c-3296-460e-a3c3-62e314e0e6b4,249108103177,10,The Golden Spoon,US,Boiling Springs,35.01,-81.96,2022-09-12,18.91,6.86,0.0,6.86,1,tiny,tiny,false
62927,5c749422-eb03-43e2-abf5-b28413170f77,249108103181,14,The Gourmet Garden,US,Goodlettsville,36.32,-86.71,2022-09-12,16.35,19.51,0.05,18.5345,1,tiny,tiny,false
62927,0a9bc7a7-7944-44cf-a041-e1f3ea447b0f,249108103182,15,The Pearl Kitchen,US,Marina,36.7,-121.81,2022-09-12,16.89,27.40,0.0,27.4,1,tiny,tiny,false
62927,67ef41e7-6a56-44f2-80eb-d9b63f58e7be,249108103182,15,The Pearl Kitchen,US,Marina,36.7,-121.81,2022-09-12,16.89,26.94,0.0,26.94,1,tiny,tiny,false
62927,6d4fc6ba-982c-4bc9-af9b-0c101b980495,249108103181,14,The Gourmet Garden,US,Goodlettsville,36.32,-86.71,2022-09-12,16.35,20.29,0.15,17.246499999999997,1,tiny,tiny,false
62927,8b77b977-9db5-4dd3-8f89-86d178a85dd3,249108103181,14,The Gourmet Garden,US,Goodlettsville,36.32,-86.71,2022-09-12,16.35,8.70,0.0,8.7,1,tiny,tiny,false
62927,ceca3a59-7086-406c-9ef7-7453fc5c9a67,249108103193,26,The Silver Spoon,US,Gretna,41.1,-96.25,2022-09-12,22.28,24.94,0.15,21.199,1,tiny,tiny,false
62927,fc6f9257-2b3a-4c87-8df9-30a4d2db6c07,249108103182,15,The Pearl Kitchen,US,Marina,36.7,-121.81,2022-09-12,16.89,20.77,0.1,18.692999999999998,1,tiny,tiny,false
6723,8268c1f8-c819-42d0-b28a-2b986c5f08f4,146028888080,17,The Rustic Table,US,Springfield,37.21,-93.23,2022-09-13,20.53,14.99,0.05,14.2405,1,tiny,tiny,false
6723,2246d637-6c19-452a-93a5-dd3437239918,146028888080,17,The Rustic Table,US,Springfield,37.21,-93.23,2022-09-13,20.53,29.45,0.15,25.0325,1,tiny,tiny,false
6723,9d8893f4-164c-4517-adef-a98f8478b259,146028888080,17,The Rustic Table,US,Springfield,37.21,-93.23,2022-09-13,20.53,18.92,0.15,16.082,1,tiny,tiny,false
6723,83410887-064b-4ad8-a164-f88cc15f696d,146028888073,10,The Golden Spoon,US,Florence,34.27,-79.73,2022-09-13,25.14,22.87,0.15,19.439500000000002,1,tiny,tiny,true
6723,88c23294-5b29-438f-8d73-dbed5be9ff42,146028888073,10,The Golden Spoon,US,Florence,34.27,-79.73,2022-09-13,25.14,18.75,0.0,18.75,1,tiny,tiny,true
6723,c9e2172a-bea6-4195-9b8a-e4a6cd268c8b,146028888103,40,Crimson Cafe,US,New York,45.06,7.56,2022-09-13,17.09,16.64,0.0,16.64,1,tiny,tiny,false
6723,ce760643-1f3f-4173-91fd-3c7ba2fc0fe6,146028888103,40,Crimson Cafe,US,New York,45.06,7.56,2022-09-13,17.09,12.59,0.1,11.331,1,tiny,tiny,false
6723,abc7168e-56b5-4542-bd4a-552c74fb4215,146028888080,17,The Rustic Table,US,Springfield,37.21,-93.23,2022-09-13,20.53,1.18,0.0,1.18,1,tiny,tiny,false
6723,b2e6fd24-9ae6-400f-a019-e75f8b8003f7,146028888080,17,The Rustic Table,US,Springfield,37.21,-93.23,2022-09-13,20.53,27.90,0.15,23.715,1,tiny,tiny,false
6723,0a3180a8-485a-4335-acd9-c9d2e46a0e95,146028888103,40,Crimson Cafe,US,New York,45.06,7.56,2022-09-13,17.09,27.60,0.05,26.220000000000002,1,tiny,tiny,false
6723,ac4d7c4e-e070-4f22-8eed-ab12f8c87e38,146028888103,40,Crimson Cafe,US,New York,45.06,7.56,2022-09-13,17.09,9.84,0.0,9.84,1,tiny,tiny,false
6723,fc16ee7d-f5f4-4021-b5ca-68cc5cd70463,146028888103,40,Crimson Cafe,US,New York,45.06,7.56,2022-09-13,17.09,2.62,0.0,2.62,1,tiny,tiny,false
6723,d99609c3-06d8-4e64-b26f-86b1132c3d6c,146028888080,17,The Rustic Table,US,Springfield,37.21,-93.23,2022-09-13,20.53,13.43,0.15,11.4155,1,tiny,tiny,false
69842,4bbc2b6a-72f1-41f5-96e9-b6017c96f157,154618822690,35,Basilica Bistro,US,Clare,43.83,-84.79,2022-08-07,19.21,4.73,0.0,4.73,1,tiny,small,false
69842,48ec9d63-9ed3-48ed-9414-290825b257a4,154618822657,2,Bella Cucina,US,Fort Pierce,27.41,-80.39,2022-08-07,28.53,22.87,0.15,19.439500000000002,1,tiny,small,true
69842,41a97a3f-1022-458c-a2f7-a2481107fc03,154618822735,80,The Market Cafe,NL,Amsterdam,52.36,4.88,2022-08-07,16.61,17.91,0.05,17.0145,9,small,small,false
69842,f42e9f69-1bc4-42c0-929e-0e000e1183a8,154618822657,2,Bella Cucina,US,Fort Pierce,27.41,-80.39,2022-08-07,28.53,5.36,0.05,5.0920000000000005,1,tiny,small,true
69842,f07ea0e2-9dad-4b08-87c0-01d059299d46,154618822657,2,Bella Cucina,US,Fort Pierce,27.41,-80.39,2022-08-07,28.53,8.26,0.0,8.26,1,tiny,small,true
69842,e4e0ef69-6596-4dc3-9aff-b29418197c8a,154618822657,2,Bella Cucina,US,Fort Pierce,27.41,-80.39,2022-08-07,28.53,12.23,0.05,11.618500000000001,1,tiny,small,true
69842,2cd49bbc-f0be-4c61-939d-51dd61fedc3f,154618822690,35,Basilica Bistro,US,Clare,43.83,-84.79,2022-08-07,19.21,21.55,0.0,21.55,1,tiny,small,false
69842,ad47b87f-b36c-49af-aec5-4a921b3138e2,154618822734,79,The Huckleberry Cafe,NL,Amsterdam,52.36,4.91,2022-08-07,16.35,1.00,0.1,0.9,3,small,small,false
69842,5834f174-4298-495c-a92b-8cd5e784d0e8,154618822683,28,The Spicy Pickle,US,Narragansett,41.43,-71.46,2022-08-07,18.91,22.24,0.05,21.128,2,small,small,false
69842,915cd3cf-1f46-42d9-8c3f-b1b7f8f2df3e,154618822734,79,The Huckleberry Cafe,NL,Amsterdam,52.36,4.91,2022-08-07,16.35,12.51,0.0,12.51,3,small,small,false
69842,6c429150-91e3-436b-b244-e9d547a531bd,154618822734,79,The Huckleberry Cafe,NL,Amsterdam,52.36,4.91,2022-08-07,16.35,21.93,0.15,18.6405,3,small,small,false
69842,35891300-bbbb-4a40-aad3-10c2aecadf41,154618822690,35,Basilica Bistro,US,Clare,43.83,-84.79,2022-08-07,19.21,19.77,0.0,19.77,1,tiny,small,false
69842,9769cbfb-6743-4088-96a4-6216bc06ea47,154618822657,2,Bella Cucina,US,Fort Pierce,27.41,-80.39,2022-08-07,28.53,6.32,0.0,6.32,1,tiny,small,true
69842,93a3b4cd-c65c-4774-b470-ef44608e81ac,154618822734,79,The Huckleberry Cafe,NL,Amsterdam,52.36,4.91,2022-08-07,16.35,12.70,0.0,12.7,3,small,small,false
69842,ae26af9e-a0aa-44e8-9f5f-0ebf3cffcd3f,154618822657,2,Bella Cucina,US,Fort Pierce,27.41,-80.39,2022-08-07,28.53,14.09,0.0,14.09,1,tiny,small,true
69842,c960cf76-22af-410b-a15e-cf54bb6db6a5,154618822735,80,The Market Cafe,NL,Amsterdam,52.36,4.88,2022-08-07,16.61,8.60,0.0,8.6,9,small,small,false
69842,2a352911-b50c-45d5-82bc-bc3eba1ed770,154618822735,80,The Market Cafe,NL,Amsterdam,52.36,4.88,2022-08-07,16.61,22.68,0.0,22.68,9,small,small,false
69842,23f38529-042f-4df3-8d57-656bcbfd73a6,154618822690,35,Basilica Bistro,US,Clare,43.83,-84.79,2022-08-07,19.21,19.51,0.0,19.51,1,tiny,small,false
69842,8743391f-bb87-4094-bb96-8cf8105fadcf,154618822690,35,Basilica Bistro,US,Clare,43.83,-84.79,2022-08-07,19.21,18.33,0.0,18.33,1,tiny,small,false
69842,dcd12914-a969-46d7-916a-a3dadf4ebb59,154618822683,28,The Spicy Pickle,US,Narragansett,41.43,-71.46,2022-08-07,18.91,19.45,0.15,16.5325,2,small,small,false
69842,096ce58f-1617-4271-b906-4c369270bfe1,154618822683,28,The Spicy Pickle,US,Narragansett,41.43,-71.46,2022-08-07,18.91,5.57,0.0,5.57,2,small,small,false
69842,31fd0431-8025-4bfd-9145-23fc435089a2,154618822734,79,The Huckleberry Cafe,NL,Amsterdam,52.36,4.91,2022-08-07,16.35,18.29,0.0,18.29,3,small,small,false
69842,b9610ae0-a999-4ed3-b2c5-3d8ea1ca3e40,154618822735,80,The Market Cafe,NL,Amsterdam,52.36,4.88,2022-08-07,16.61,0.35,0.05,0.33249999999999996,9,small,small,false
69842,82a6e401-f3b3-4563-ad33-ede16e1a0e5d,154618822683,28,The Spicy Pickle,US,Narragansett,41.43,-71.46,2022-08-07,18.91,14.53,0.0,14.53,2,small,small,false
69842,d5ec7584-0237-431e-9ab7-0dade6804353,154618822690,35,Basilica Bistro,US,Clare,43.83,-84.79,2022-08-07,19.21,8.18,0.0,8.18,1,tiny,small,false
69842,06a0d4c2-b03d-4792-8c27-cbc96ed141a0,154618822735,80,The Market Cafe,NL,Amsterdam,52.36,4.88,2022-08-07,16.61,0.66,0.05,0.627,9,small,small,false
69842,070af333-4eec-4ded-a171-2fec4bda84d6,154618822690,35,Basilica Bistro,US,Clare,43.83,-84.79,2022-08-07,19.21,26.01,0.0,26.01,1,tiny,small,false
80392,0d35978a-374e-4a50-a1df-9f113f97916c,85899345929,10,The Golden Spoon,US,Lenoir City,35.83,-84.28,2022-08-10,24.62,14.55,0.0,14.55,1,tiny,large,false
80392,afd20911-31c8-499d-9270-246dcf79d8ae,85899345929,10,The Golden Spoon,US,Lenoir City,35.83,-84.28,2022-08-10,24.62,9.72,0.0,9.72,1,tiny,large,false
80392,83469957-622d-4dc3-97b5-44ad5b62d09c,85899345987,68,Delish Cafe,NL,Amsterdam,52.37,4.9,2022-08-10,16.60,0.91,0.0,0.91,11,large,large,false
80392,59e0d1ea-a194-4282-913a-a825d6ed797e,85899345987,68,Delish Cafe,NL,Amsterdam,52.37,4.9,2022-08-10,16.60,5.24,0.15,4.454000000000001,11,large,large,false
80392,8ce6bd4a-1ba7-42fe-a1de-e2d6f11e04ce,85899345987,68,Delish Cafe,NL,Amsterdam,52.37,4.9,2022-08-10,16.60,27.09,0.15,23.0265,11,large,large,false
80392,58aa531d-9a4a-4303-bd81-1b4a99fbda85,85899345929,10,The Golden Spoon,US,Lenoir City,35.83,-84.28,2022-08-10,24.62,10.80,0.0,10.8,1,tiny,large,false
80392,b3fdfa02-0eef-4eb8-91b4-fdf30e801724,85899345987,68,Delish Cafe,NL,Amsterdam,52.37,4.9,2022-08-10,16.60,4.87,0.0,4.87,11,large,large,false
80392,711d762f-4ed3-489d-8f80-0291ca570759,85899345929,10,The Golden Spoon,US,Lenoir City,35.83,-84.28,2022-08-10,24.62,17.96,0.15,15.266000000000002,1,tiny,large,false
80392,5f5f906b-4e13-47a6-91c2-3558ffb3138d,85899345929,10,The Golden Spoon,US,Lenoir City,35.83,-84.28,2022-08-10,24.62,24.16,0.0,24.16,1,tiny,large,false
80392,4dab5e2e-10fc-4a7e-b82c-7aaac97cddb5,85899345987,68,Delish Cafe,NL,Amsterdam,52.37,4.9,2022-08-10,16.60,11.43,0.05,10.8585,11,large,large,false
80392,21164d21-84c8-48ec-a70e-e907f1fb61e8,85899345931,12,The Wooden Spoon,US,Petersburg,37.23,-77.39,2022-09-24,22.52,6.01,0.15,5.108499999999999,1,tiny,tiny,false
80392,0d4db1fd-04ab-43d0-af21-93d9b60bb020,85899345988,69,Dragonfly Cafe,NL,Amsterdam,52.39,4.91,2022-09-24,14.27,4.88,0.15,4.148,1,tiny,tiny,false
80392,22ca504b-7f80-4b35-889f-28d38550ed3e,85899345931,12,The Wooden Spoon,US,Petersburg,37.23,-77.39,2022-09-24,22.52,8.91,0.05,8.464500000000001,1,tiny,tiny,false
80392,7b4a9350-a91f-41c0-acc7-0e5002838554,85899345931,12,The Wooden Spoon,US,Petersburg,37.23,-77.39,2022-09-24,22.52,23.20,0.0,23.2,1,tiny,tiny,false
80392,a382b68b-fb95-4992-93b4-5dbd4bcc3827,85899345988,69,Dragonfly Cafe,NL,Amsterdam,52.39,4.91,2022-09-24,14.27,18.99,0.0,18.99,1,tiny,tiny,false
80392,2103d8a8-2a0a-4277-b449-1c426aa151df,85899345931,12,The Wooden Spoon,US,Petersburg,37.23,-77.39,2022-09-24,22.52,27.91,0.0,27.91,1,tiny,tiny,false
80392,cec5d428-a777-42e3-bf98-9b8b324f6048,85899345988,69,Dragonfly Cafe,NL,Amsterdam,52.39,4.91,2022-09-24,14.27,21.20,0.0,21.2,1,tiny,tiny,false
80392,bf90c8ae-ecbf-4f63-92af-ba2f1340f4bf,85899345931,12,The Wooden Spoon,US,Petersburg,37.23,-77.39,2022-09-24,22.52,8.92,0.15,7.582,1,tiny,tiny,false
80392,bfdb35b3-b5db-4b7f-bf1a-ea8cf8a549f7,85899345988,69,Dragonfly Cafe,NL,Amsterdam,52.39,4.91,2022-09-24,14.27,24.08,0.0,24.08,1,tiny,tiny,false
80392,f1fcb024-ed4d-477a-b714-b1ca04b847e9,85899345931,12,The Wooden Spoon,US,Petersburg,37.23,-77.39,2022-09-24,22.52,21.21,0.15,18.0285,1,tiny,tiny,false
80392,16503060-abfe-407e-b7f8-36702c9fc998,85899345931,12,The Wooden Spoon,US,Petersburg,37.23,-77.39,2022-09-24,22.52,8.41,0.15,7.1485,1,tiny,tiny,false
85945,6540f2a2-f611-46f2-b0f3-82525f68f9a8,60129542150,7,Cafe Roma,US,Little River,33.88,-78.62,2022-08-15,28.23,4.63,0.05,4.3985,1,tiny,tiny,true
85945,0b72e197-967b-4950-83f3-d481a859e218,60129542150,7,Cafe Roma,US,Little River,33.88,-78.62,2022-08-15,28.23,25.29,0.0,25.29,1,tiny,tiny,true
85945,e6dfba18-174e-4cb6-b9fa-31bc17c87ff0,60129542150,7,Cafe Roma,US,Little River,33.88,-78.62,2022-08-15,28.23,28.58,0.15,24.293,1,tiny,tiny,true
85945,4f63d8a2-ac2b-4e4b-b240-c8dac9330f4e,60129542150,7,Cafe Roma,US,Little River,33.88,-78.62,2022-08-15,28.23,9.62,0.05,9.139,1,tiny,tiny,true
85945,a2872b3f-499d-49ac-a066-488ea8353988,60129542150,7,Cafe Roma,US,Little River,33.88,-78.62,2022-08-15,28.23,5.90,0.1,5.3100000000000005,1,tiny,tiny,true
85945,cae7b0ce-16c9-4ff9-918b-61fed32d76e2,60129542150,7,Cafe Roma,US,Little River,33.88,-78.62,2022-08-15,28.23,0.24,0.0,0.24,1,tiny,tiny,true
85945,64504c72-32a0-4854-a017-22242683ea46,60129542150,7,Cafe Roma,US,Little River,33.88,-78.62,2022-08-15,28.23,27.26,0.15,23.171,1,tiny,tiny,true
